,zip_code,type,city,county,state,short_state
13028,31106,PO Box,Atlanta,Fulton County,Georgia,GA
13029,31107,PO Box,Atlanta,Fulton County,Georgia,GA
13030,31119,PO Box,Atlanta,Fulton County,Georgia,GA
13031,31120,Standard,Atlanta,Fulton County,Georgia,GA
13032,31126,PO Box,Atlanta,Fulton County,Georgia,GA
13033,31131,PO Box,Atlanta,Fulton County,Georgia,GA
13034,31136,Unique,Atlanta,Fulton County,Georgia,GA
13035,31139,PO Box,Atlanta,Fulton County,Georgia,GA
13036,31141,PO Box,Atlanta,Fulton County,Georgia,GA
13037,31144,Unique,Kennesaw,,Georgia,GA
13038,31145,PO Box,Atlanta,Fulton County,Georgia,GA
13039,31146,PO Box,Atlanta,Fulton County,Georgia,GA
13040,31150,PO Box,Atlanta,Fulton County,Georgia,GA
13041,31156,PO Box,Atlanta,Fulton County,Georgia,GA
13042,31169,Unique,Peachtree City,Fayette County,Georgia,GA
13043,31191,Unique,Atlanta,Fulton County,Georgia,GA
13044,31192,Unique,Atlanta,Fulton County,Georgia,GA
13045,31193,Unique,Atlanta,Fulton County,Georgia,GA
13046,31195,Unique,Atlanta,Fulton County,Georgia,GA
13047,31196,Unique,Atlanta,Fulton County,Georgia,GA
13048,31197,Unique,Atlanta,Fulton County,Georgia,GA
13049,31198,Unique,Atlanta,Fulton County,Georgia,GA
13050,31199,Unique,Atlanta,Fulton County,Georgia,GA
13051,31201,Standard,Macon,Bibb County,Georgia,GA
13052,31202,PO Box,Macon,Bibb County,Georgia,GA
13053,31203,PO Box,Macon,Bibb County,Georgia,GA
13054,31204,Standard,Macon,Bibb County,Georgia,GA
13055,31205,PO Box,Macon,Bibb County,Georgia,GA
13056,31206,Standard,Macon,Bibb County,Georgia,GA
13057,31207,Unique,Macon,Bibb County,Georgia,GA
13058,31208,PO Box,Macon,Bibb County,Georgia,GA
13059,31209,PO Box,Macon,Bibb County,Georgia,GA
13060,31210,Standard,Macon,Bibb County,Georgia,GA
13061,31211,Standard,Macon,Bibb County,Georgia,GA
13062,31212,PO Box,Macon,Bibb County,Georgia,GA
13063,31213,Unique,Macon,Bibb County,Georgia,GA
13064,31216,Standard,Macon,Bibb County,Georgia,GA
13065,31217,Standard,Macon,Bibb County,Georgia,GA
13066,31220,Standard,Macon,Bibb County,Georgia,GA
13067,31221,PO Box,Macon,Bibb County,Georgia,GA
13068,31294,Unique,Macon,Bibb County,Georgia,GA
13069,31295,Unique,Macon,Bibb County,Georgia,GA
13070,31296,Unique,Macon,Bibb County,Georgia,GA
13071,31297,PO Box,Macon,Bibb County,Georgia,GA
13072,31301,Standard,Allenhurst,Liberty County,Georgia,GA
13073,31302,Standard,Bloomingdale,Effingham County,Georgia,GA
13074,31303,Standard,Clyo,Effingham County,Georgia,GA
13075,31304,PO Box,Crescent,McIntosh County,Georgia,GA
13076,31305,Standard,Darien,McIntosh County,Georgia,GA
13077,31307,PO Box,Eden,Effingham County,Georgia,GA
13078,31308,Standard,Ellabell,Bryan County,Georgia,GA
13079,31309,Standard,Fleming,Liberty County,Georgia,GA
13080,31310,PO Box,Hinesville,Liberty County,Georgia,GA
13081,31312,Standard,Guyton,Effingham County,Georgia,GA
13082,31313,Standard,Hinesville,Liberty County,Georgia,GA
13083,31314,Standard,Fort Stewart,Liberty County,Georgia,GA
13084,31315,Standard,Fort Stewart,Liberty County,Georgia,GA
13085,31316,Standard,Ludowici,Long County,Georgia,GA
13086,31318,PO Box,Meldrim,Effingham County,Georgia,GA
13087,31319,PO Box,Meridian,McIntosh County,Georgia,GA
13088,31320,Standard,Midway,Liberty County,Georgia,GA
13089,31321,Standard,Pembroke,Bryan County,Georgia,GA
13090,31322,Standard,Pooler,Chatham County,Georgia,GA
13091,31323,Standard,Riceboro,Liberty County,Georgia,GA
13092,31324,Standard,Richmond Hill,Bryan County,Georgia,GA
13093,31326,Standard,Rincon,Effingham County,Georgia,GA
13094,31327,PO Box,Sapelo Island,McIntosh County,Georgia,GA
13095,31328,Standard,Tybee Island,Chatham County,Georgia,GA
13096,31329,Standard,Springfield,Effingham County,Georgia,GA
13097,31331,Standard,Townsend,McIntosh County,Georgia,GA
13098,31333,PO Box,Walthourville,Liberty County,Georgia,GA
13099,31401,Standard,Savannah,Chatham County,Georgia,GA
13100,31402,PO Box,Savannah,Chatham County,Georgia,GA
13101,31403,PO Box,Savannah,Chatham County,Georgia,GA
13102,31404,Standard,Savannah,Chatham County,Georgia,GA
13103,31405,Standard,Savannah,Chatham County,Georgia,GA
13104,31406,Standard,Savannah,Chatham County,Georgia,GA
13105,31407,Standard,Savannah,Chatham County,Georgia,GA
13106,31408,Standard,Savannah,Chatham County,Georgia,GA
13107,31409,PO Box,Savannah,Chatham County,Georgia,GA
13108,31410,Standard,Savannah,Chatham County,Georgia,GA
13109,31411,Standard,Savannah,Chatham County,Georgia,GA
13110,31412,PO Box,Savannah,Chatham County,Georgia,GA
13111,31414,PO Box,Savannah,Chatham County,Georgia,GA
13112,31415,Standard,Savannah,Chatham County,Georgia,GA
13113,31416,PO Box,Savannah,Chatham County,Georgia,GA
13114,31418,PO Box,Savannah,Chatham County,Georgia,GA
13115,31419,Standard,Savannah,Chatham County,Georgia,GA
13116,31420,PO Box,Savannah,Chatham County,Georgia,GA
13117,31421,Standard,Savannah,Chatham County,Georgia,GA
13118,31501,Standard,Waycross,Ware County,Georgia,GA
13119,31502,PO Box,Waycross,Ware County,Georgia,GA
13120,31503,Standard,Waycross,Ware County,Georgia,GA
13121,31510,Standard,Alma,Bacon County,Georgia,GA
13122,31512,Standard,Ambrose,Coffee County,Georgia,GA
13123,31513,Standard,Baxley,Appling County,Georgia,GA
13124,31515,PO Box,Baxley,Appling County,Georgia,GA
13125,31516,Standard,Blackshear,Pierce County,Georgia,GA
13126,31518,Standard,Bristol,Appling County,Georgia,GA
13127,31519,Standard,Broxton,Coffee County,Georgia,GA
13128,31520,Standard,Brunswick,Glynn County,Georgia,GA
13129,31521,PO Box,Brunswick,Glynn County,Georgia,GA
13130,31522,Standard,Saint Simons Island,Glynn County,Georgia,GA
13131,31523,Standard,Brunswick,Glynn County,Georgia,GA
13132,31524,Unique,Brunswick,Glynn County,Georgia,GA
13133,31525,Standard,Brunswick,Glynn County,Georgia,GA
13134,31527,Standard,Jekyll Island,Glynn County,Georgia,GA
13135,31532,Standard,Denton,Jeff Davis County,Georgia,GA
13136,31533,Standard,Douglas,Coffee County,Georgia,GA
13137,31534,PO Box,Douglas,Coffee County,Georgia,GA
13138,31535,Standard,Douglas,Coffee County,Georgia,GA
13139,31537,Standard,Folkston,Charlton County,Georgia,GA
13140,31539,Standard,Hazlehurst,Jeff Davis County,Georgia,GA
13141,31542,Standard,Hoboken,Brantley County,Georgia,GA
13142,31543,Standard,Hortense,Brantley County,Georgia,GA
13143,31544,Standard,Jacksonville,Telfair County,Georgia,GA
13144,31545,Standard,Jesup,Wayne County,Georgia,GA
13145,31546,Standard,Jesup,Wayne County,Georgia,GA
13146,31547,Standard,Kings Bay,Camden County,Georgia,GA
13147,31548,Standard,Kingsland,Camden County,Georgia,GA
13148,31549,Standard,Lumber City,Telfair County,Georgia,GA
13149,31550,Standard,Manor,Ware County,Georgia,GA
13150,31551,Standard,Mershon,Pierce County,Georgia,GA
13151,31552,Standard,Millwood,Ware County,Georgia,GA
13152,31553,Standard,Nahunta,Brantley County,Georgia,GA
13153,31554,Standard,Nicholls,Coffee County,Georgia,GA
13154,31555,Standard,Odum,Wayne County,Georgia,GA
13155,31556,PO Box,Offerman,Pierce County,Georgia,GA
13156,31557,Standard,Patterson,Pierce County,Georgia,GA
13157,31558,Standard,Saint Marys,Camden County,Georgia,GA
13158,31560,Standard,Screven,Wayne County,Georgia,GA
13159,31561,PO Box,Sea Island,Glynn County,Georgia,GA
13160,31562,Standard,Saint George,Charlton County,Georgia,GA
13161,31563,Standard,Surrency,Appling County,Georgia,GA
13162,31564,PO Box,Waresboro,Ware County,Georgia,GA
13163,31565,Standard,Waverly,Camden County,Georgia,GA
13164,31566,Standard,Waynesville,Brantley County,Georgia,GA
13165,31567,Standard,West Green,Coffee County,Georgia,GA
13166,31568,Standard,White Oak,Camden County,Georgia,GA
13167,31569,Standard,Woodbine,Camden County,Georgia,GA
13168,31598,PO Box,Jesup,Wayne County,Georgia,GA
13169,31599,Unique,Jesup,Wayne County,Georgia,GA
13170,31601,Standard,Valdosta,Lowndes County,Georgia,GA
13171,31602,Standard,Valdosta,Lowndes County,Georgia,GA
13172,31603,PO Box,Valdosta,Lowndes County,Georgia,GA
13173,31604,PO Box,Valdosta,Lowndes County,Georgia,GA
13174,31605,Standard,Valdosta,Lowndes County,Georgia,GA
13175,31606,Standard,Valdosta,Lowndes County,Georgia,GA
13176,31620,Standard,Adel,Cook County,Georgia,GA
13177,31622,Standard,Alapaha,Berrien County,Georgia,GA
13178,31623,PO Box,Argyle,Clinch County,Georgia,GA
13179,31624,Standard,Axson,Atkinson County,Georgia,GA
13180,31625,Standard,Barney,Brooks County,Georgia,GA
13181,31626,Standard,Boston,Thomas County,Georgia,GA
13182,31627,PO Box,Cecil,Cook County,Georgia,GA
13183,31629,Standard,Dixie,Brooks County,Georgia,GA
13184,31630,Standard,Du Pont,Clinch County,Georgia,GA
13185,31631,Standard,Fargo,Clinch County,Georgia,GA
13186,31632,Standard,Hahira,Lowndes County,Georgia,GA
13187,31634,Standard,Homerville,Clinch County,Georgia,GA
13188,31635,Standard,Lakeland,Lanier County,Georgia,GA
13189,31636,Standard,Lake Park,Lowndes County,Georgia,GA
13190,31637,Standard,Lenox,Cook County,Georgia,GA
13191,31638,Standard,Morven,Brooks County,Georgia,GA
13192,31639,Standard,Nashville,Berrien County,Georgia,GA
13193,31641,Standard,Naylor,Lowndes County,Georgia,GA
13194,31642,Standard,Pearson,Atkinson County,Georgia,GA
13195,31643,Standard,Quitman,Brooks County,Georgia,GA
13196,31645,Standard,Ray City,Berrien County,Georgia,GA
13197,31647,Standard,Sparks,Cook County,Georgia,GA
13198,31648,Standard,Statenville,Echols County,Georgia,GA
13199,31649,Standard,Stockton,Lanier County,Georgia,GA
13200,31650,Standard,Willacoochee,Atkinson County,Georgia,GA
13201,31698,Unique,Valdosta,Lowndes County,Georgia,GA
13202,31699,Unique,Moody A F B,Lowndes County,Georgia,GA
13203,31701,Standard,Albany,Dougherty County,Georgia,GA
13204,31702,PO Box,Albany,Dougherty County,Georgia,GA
13205,31703,PO Box,Albany,Dougherty County,Georgia,GA
13206,31704,Unique,Albany,Dougherty County,Georgia,GA
13207,31705,Standard,Albany,Dougherty County,Georgia,GA
13208,31706,PO Box,Albany,Dougherty County,Georgia,GA
13209,31707,Standard,Albany,Dougherty County,Georgia,GA
13210,31708,PO Box,Albany,Dougherty County,Georgia,GA
13211,31709,Standard,Americus,Sumter County,Georgia,GA
13212,31711,Standard,Andersonville,Sumter County,Georgia,GA
13213,31712,Standard,Arabi,Crisp County,Georgia,GA
13214,31714,Standard,Ashburn,Turner County,Georgia,GA
13215,31716,Standard,Baconton,Mitchell County,Georgia,GA
13216,31719,Standard,Americus,Sumter County,Georgia,GA
13217,31720,PO Box,Barwick,Thomas County,Georgia,GA
13218,31721,Standard,Albany,Dougherty County,Georgia,GA
13219,31722,PO Box,Berlin,Colquitt County,Georgia,GA
13220,31727,PO Box,Brookfield,Tift County,Georgia,GA
13221,31730,Standard,Camilla,Mitchell County,Georgia,GA
13222,31733,Standard,Chula,Tift County,Georgia,GA
13223,31735,Standard,Cobb,Sumter County,Georgia,GA
13224,31738,Standard,Coolidge,Thomas County,Georgia,GA
13225,31739,PO Box,Cotton,Mitchell County,Georgia,GA
13226,31743,Standard,De Soto,Sumter County,Georgia,GA
13227,31744,Standard,Doerun,Colquitt County,Georgia,GA
13228,31747,PO Box,Ellenton,Colquitt County,Georgia,GA
13229,31749,Standard,Enigma,Berrien County,Georgia,GA
13230,31750,Standard,Fitzgerald,Ben Hill County,Georgia,GA
13231,31753,PO Box,Funston,Colquitt County,Georgia,GA
13232,31756,Standard,Hartsfield,Colquitt County,Georgia,GA
13233,31757,Standard,Thomasville,Thomas County,Georgia,GA
13234,31758,PO Box,Thomasville,Thomas County,Georgia,GA
13235,31760,PO Box,Irwinville,Irwin County,Georgia,GA
13236,31763,Standard,Leesburg,Lee County,Georgia,GA
13237,31764,Standard,Leslie,Sumter County,Georgia,GA
13238,31765,Standard,Meigs,Thomas County,Georgia,GA
13239,31768,Standard,Moultrie,Colquitt County,Georgia,GA
13240,31769,PO Box,Mystic,Irwin County,Georgia,GA
13241,31771,Standard,Norman Park,Colquitt County,Georgia,GA
13242,31772,Standard,Oakfield,Worth County,Georgia,GA
13243,31773,Standard,Ochlocknee,Thomas County,Georgia,GA
13244,31774,Standard,Ocilla,Irwin County,Georgia,GA
13245,31775,Standard,Omega,Tift County,Georgia,GA
13246,31776,PO Box,Moultrie,Colquitt County,Georgia,GA
13247,31778,Standard,Pavo,Thomas County,Georgia,GA
13248,31779,Standard,Pelham,Mitchell County,Georgia,GA
13249,31780,Standard,Plains,Sumter County,Georgia,GA
13250,31781,Standard,Poulan,Worth County,Georgia,GA
13251,31782,PO Box,Putney,Dougherty County,Georgia,GA
13252,31783,Standard,Rebecca,Turner County,Georgia,GA
13253,31784,Standard,Sale City,Mitchell County,Georgia,GA
13254,31787,Standard,Smithville,Lee County,Georgia,GA
13255,31788,Standard,Moultrie,Colquitt County,Georgia,GA
13256,31789,Standard,Sumner,Worth County,Georgia,GA
13257,31790,Standard,Sycamore,Turner County,Georgia,GA
13258,31791,Standard,Sylvester,Worth County,Georgia,GA
13259,31792,Standard,Thomasville,Thomas County,Georgia,GA
13260,31793,Standard,Tifton,Tift County,Georgia,GA
13261,31794,Standard,Tifton,Tift County,Georgia,GA
13262,31795,Standard,Ty Ty,Tift County,Georgia,GA
13263,31796,Standard,Warwick,Worth County,Georgia,GA
13264,31798,Standard,Wray,Irwin County,Georgia,GA
13265,31799,PO Box,Thomasville,Thomas County,Georgia,GA
13266,31801,Standard,Box Springs,Marion County,Georgia,GA
13267,31803,Standard,Buena Vista,Marion County,Georgia,GA
13268,31804,Standard,Cataula,Harris County,Georgia,GA
13269,31805,Standard,Cusseta,Chattahoochee County,Georgia,GA
13270,31806,Standard,Ellaville,Schley County,Georgia,GA
13271,31807,Standard,Ellerslie,Harris County,Georgia,GA
13272,31808,Standard,Fortson,Harris County,Georgia,GA
13273,31810,PO Box,Geneva,Talbot County,Georgia,GA
13274,31811,Standard,Hamilton,Harris County,Georgia,GA
13275,31812,Standard,Junction City,Talbot County,Georgia,GA
13276,31814,PO Box,Louvale,Stewart County,Georgia,GA
13277,31815,Standard,Lumpkin,Stewart County,Georgia,GA
13278,31816,Standard,Manchester,Meriwether County,Georgia,GA
13279,31820,Standard,Midland,Muscogee County,Georgia,GA
13280,31821,Standard,Omaha,Stewart County,Georgia,GA
13281,31822,Standard,Pine Mountain,Harris County,Georgia,GA
13282,31823,Standard,Pine Mountain Valley,Harris County,Georgia,GA
13283,31824,Standard,Preston,Webster County,Georgia,GA
13284,31825,Standard,Richland,Stewart County,Georgia,GA
13285,31826,Standard,Shiloh,Harris County,Georgia,GA
13286,31827,Standard,Talbotton,Talbot County,Georgia,GA
13287,31829,Standard,Upatoi,Muscogee County,Georgia,GA
13288,31830,Standard,Warm Springs,Meriwether County,Georgia,GA
13289,31831,Standard,Waverly Hall,Harris County,Georgia,GA
13290,31832,Standard,Weston,Webster County,Georgia,GA
13291,31833,Standard,West Point,Troup County,Georgia,GA
13292,31836,Standard,Woodland,Talbot County,Georgia,GA
13293,31901,Standard,Columbus,Muscogee County,Georgia,GA
13294,31902,PO Box,Columbus,Muscogee County,Georgia,GA
13295,31903,Standard,Columbus,Muscogee County,Georgia,GA
13296,31904,Standard,Columbus,Muscogee County,Georgia,GA
13297,31905,Standard,Fort Benning,Chattahoochee County,Georgia,GA
13298,31906,Standard,Columbus,Muscogee County,Georgia,GA
13299,31907,Standard,Columbus,Muscogee County,Georgia,GA
13300,31908,PO Box,Columbus,Muscogee County,Georgia,GA
13301,31909,Standard,Columbus,Muscogee County,Georgia,GA
13302,31914,PO Box,Columbus,Muscogee County,Georgia,GA
13303,31917,PO Box,Columbus,Muscogee County,Georgia,GA
13304,31993,Unique,Columbus,Muscogee County,Georgia,GA
13305,31995,PO Box,Fort Benning,Chattahoochee County,Georgia,GA
13306,31997,Unique,Columbus,Muscogee County,Georgia,GA
13307,31998,Unique,Columbus,Muscogee County,Georgia,GA
13308,31999,Unique,Columbus,Muscogee County,Georgia,GA
13309,32003,Standard,Fleming Island,Clay County,Florida,FL
13310,32004,PO Box,Ponte Vedra Beach,St. Johns County,Florida,FL
13311,32006,PO Box,Fleming Island,Clay County,Florida,FL
13312,32007,PO Box,Bostwick,Putnam County,Florida,FL
13313,32008,Standard,Branford,Suwannee County,Florida,FL
13314,32009,Standard,Bryceville,Nassau County,Florida,FL
13315,32011,Standard,Callahan,Nassau County,Florida,FL
13316,32013,PO Box,Day,Lafayette County,Florida,FL
13317,32024,Standard,Lake City,Columbia County,Florida,FL
13318,32025,Standard,Lake City,Columbia County,Florida,FL
13319,32026,Unique,Raiford,Bradford County,Florida,FL
13320,32030,PO Box,Doctors Inlet,Clay County,Florida,FL
13321,32033,Standard,Elkton,St. Johns County,Florida,FL
13322,32034,Standard,Fernandina Beach,Nassau County,Florida,FL
13323,32035,PO Box,Fernandina Beach,Nassau County,Florida,FL
13324,32038,Standard,Fort White,Columbia County,Florida,FL
13325,32040,Standard,Glen Saint Mary,Baker County,Florida,FL
13326,32041,PO Box,Yulee,Nassau County,Florida,FL
13327,32042,PO Box,Graham,Bradford County,Florida,FL
13328,32043,Standard,Green Cove Springs,Clay County,Florida,FL
13329,32044,Standard,Hampton,Bradford County,Florida,FL
13330,32046,Standard,Hilliard,Nassau County,Florida,FL
13331,32050,PO Box,Middleburg,Clay County,Florida,FL
13332,32052,Standard,Jasper,Hamilton County,Florida,FL
13333,32053,Standard,Jennings,Hamilton County,Florida,FL
13334,32054,Standard,Lake Butler,Union County,Florida,FL
13335,32055,Standard,Lake City,Columbia County,Florida,FL
13336,32056,PO Box,Lake City,Columbia County,Florida,FL
13337,32058,Standard,Lawtey,Bradford County,Florida,FL
13338,32059,Standard,Lee,Madison County,Florida,FL
13339,32060,Standard,Live Oak,Suwannee County,Florida,FL
13340,32061,Standard,Lulu,Columbia County,Florida,FL
13341,32062,Standard,Mc Alpin,Suwannee County,Florida,FL
13342,32063,Standard,Macclenny,Baker County,Florida,FL
13343,32064,Standard,Live Oak,Suwannee County,Florida,FL
13344,32065,Standard,Orange Park,Clay County,Florida,FL
13345,32066,Standard,Mayo,Lafayette County,Florida,FL
13346,32067,PO Box,Orange Park,Clay County,Florida,FL
13347,32068,Standard,Middleburg,Clay County,Florida,FL
13348,32071,Standard,O Brien,Suwannee County,Florida,FL
13349,32072,PO Box,Olustee,Baker County,Florida,FL
13350,32073,Standard,Orange Park,Clay County,Florida,FL
13351,32079,PO Box,Penney Farms,Clay County,Florida,FL
13352,32080,Standard,Saint Augustine,St. Johns County,Florida,FL
13353,32081,Standard,Ponte Vedra,St. Johns County,Florida,FL
13354,32082,Standard,Ponte Vedra Beach,St. Johns County,Florida,FL
13355,32083,Standard,Raiford,Union County,Florida,FL
13356,32084,Standard,Saint Augustine,St. Johns County,Florida,FL
13357,32085,PO Box,Saint Augustine,St. Johns County,Florida,FL
13358,32086,Standard,Saint Augustine,St. Johns County,Florida,FL
13359,32087,Standard,Sanderson,Baker County,Florida,FL
13360,32091,Standard,Starke,Bradford County,Florida,FL
13361,32092,Standard,Saint Augustine,St. Johns County,Florida,FL
13362,32094,Standard,Wellborn,Suwannee County,Florida,FL
13363,32095,Standard,Saint Augustine,St. Johns County,Florida,FL
13364,32096,Standard,White Springs,Hamilton County,Florida,FL
13365,32097,Standard,Yulee,Nassau County,Florida,FL
13366,32099,Standard,Jacksonville,Duval County,Florida,FL
13367,32102,Standard,Astor,Lake County,Florida,FL
13368,32105,PO Box,Barberville,Volusia County,Florida,FL
13369,32110,Standard,Bunnell,Flagler County,Florida,FL
13370,32111,PO Box,Candler,Marion County,Florida,FL
13371,32112,Standard,Crescent City,Putnam County,Florida,FL
13372,32113,Standard,Citra,Marion County,Florida,FL
13373,32114,Standard,Daytona Beach,Volusia County,Florida,FL
13374,32115,PO Box,Daytona Beach,Volusia County,Florida,FL
13375,32116,PO Box,Daytona Beach,Volusia County,Florida,FL
13376,32117,Standard,Daytona Beach,Volusia County,Florida,FL
13377,32118,Standard,Daytona Beach,Volusia County,Florida,FL
13378,32119,Standard,Daytona Beach,Volusia County,Florida,FL
13379,32120,PO Box,Daytona Beach,Volusia County,Florida,FL
13380,32121,PO Box,Daytona Beach,Volusia County,Florida,FL
13381,32122,PO Box,Daytona Beach,Volusia County,Florida,FL
13382,32123,PO Box,Port Orange,Volusia County,Florida,FL
13383,32124,Standard,Daytona Beach,Volusia County,Florida,FL
13384,32125,PO Box,Daytona Beach,Volusia County,Florida,FL
13385,32126,PO Box,Daytona Beach,Volusia County,Florida,FL
13386,32127,Standard,Port Orange,Volusia County,Florida,FL
13387,32128,Standard,Port Orange,Volusia County,Florida,FL
13388,32129,Standard,Port Orange,Volusia County,Florida,FL
13389,32130,Standard,De Leon Springs,Volusia County,Florida,FL
13390,32131,Standard,East Palatka,Putnam County,Florida,FL
13391,32132,Standard,Edgewater,Volusia County,Florida,FL
13392,32133,PO Box,Eastlake Weir,Marion County,Florida,FL
13393,32134,Standard,Fort Mc Coy,Marion County,Florida,FL
13394,32135,PO Box,Palm Coast,Flagler County,Florida,FL
13395,32136,Standard,Flagler Beach,Flagler County,Florida,FL
13396,32137,Standard,Palm Coast,Flagler County,Florida,FL
13397,32138,PO Box,Grandin,Putnam County,Florida,FL
13398,32139,Standard,Georgetown,Putnam County,Florida,FL
13399,32140,Standard,Florahome,Putnam County,Florida,FL
13400,32141,Standard,Edgewater,Volusia County,Florida,FL
13401,32142,PO Box,Palm Coast,Flagler County,Florida,FL
13402,32143,Standard,Palm Coast,Flagler County,Florida,FL
13403,32145,Standard,Hastings,St. Johns County,Florida,FL
13404,32147,PO Box,Hollister,Putnam County,Florida,FL
13405,32148,Standard,Interlachen,Putnam County,Florida,FL
13406,32149,PO Box,Edgar,Putnam County,Florida,FL
13407,32157,PO Box,Lake Como,Putnam County,Florida,FL
13408,32158,PO Box,Lady Lake,Lake County,Florida,FL
13409,32159,Standard,Lady Lake,Lake County,Florida,FL
13410,32160,PO Box,Lake Geneva,Clay County,Florida,FL
13411,32162,Standard,The Villages,Sumter County,Florida,FL
13412,32163,Standard,The Villages,Sumter County,Florida,FL
13413,32164,Standard,Palm Coast,Flagler County,Florida,FL
13414,32168,Standard,New Smyrna Beach,Volusia County,Florida,FL
13415,32169,Standard,New Smyrna Beach,Volusia County,Florida,FL
13416,32170,PO Box,New Smyrna Beach,Volusia County,Florida,FL
13417,32173,PO Box,Ormond Beach,Volusia County,Florida,FL
13418,32174,Standard,Ormond Beach,Volusia County,Florida,FL
13419,32175,PO Box,Ormond Beach,Volusia County,Florida,FL
13420,32176,Standard,Ormond Beach,Volusia County,Florida,FL
13421,32177,Standard,Palatka,Putnam County,Florida,FL
13422,32178,PO Box,Palatka,Putnam County,Florida,FL
13423,32179,Standard,Ocklawaha,Marion County,Florida,FL
13424,32180,Standard,Pierson,Volusia County,Florida,FL
13425,32181,Standard,Pomona Park,Putnam County,Florida,FL
13426,32182,PO Box,Orange Springs,Marion County,Florida,FL
13427,32183,PO Box,Ocklawaha,Marion County,Florida,FL
13428,32185,PO Box,Putnam Hall,Putnam County,Florida,FL
13429,32187,Standard,San Mateo,Putnam County,Florida,FL
13430,32189,Standard,Satsuma,Putnam County,Florida,FL
13431,32190,Standard,Seville,Volusia County,Florida,FL
13432,32192,PO Box,Sparr,Marion County,Florida,FL
13433,32193,Standard,Welaka,Putnam County,Florida,FL
13434,32195,Standard,Weirsdale,Marion County,Florida,FL
13435,32198,Unique,Daytona Beach,Volusia County,Florida,FL
13436,32201,PO Box,Jacksonville,Duval County,Florida,FL
13437,32202,Standard,Jacksonville,Duval County,Florida,FL
13438,32203,PO Box,Jacksonville,Duval County,Florida,FL
13439,32204,Standard,Jacksonville,Duval County,Florida,FL
13440,32205,Standard,Jacksonville,Duval County,Florida,FL
13441,32206,Standard,Jacksonville,Duval County,Florida,FL
13442,32207,Standard,Jacksonville,Duval County,Florida,FL
13443,32208,Standard,Jacksonville,Duval County,Florida,FL
13444,32209,Standard,Jacksonville,Duval County,Florida,FL
13445,32210,Standard,Jacksonville,Duval County,Florida,FL
13446,32211,Standard,Jacksonville,Duval County,Florida,FL
13447,32212,Standard,Jacksonville,Duval County,Florida,FL
13448,32214,Unique,Jacksonville,Duval County,Florida,FL
13449,32215,PO Box,Jacksonville,Duval County,Florida,FL
13450,32216,Standard,Jacksonville,Duval County,Florida,FL
13451,32217,Standard,Jacksonville,Duval County,Florida,FL
13452,32218,Standard,Jacksonville,Duval County,Florida,FL
13453,32219,Standard,Jacksonville,Duval County,Florida,FL
13454,32220,Standard,Jacksonville,Duval County,Florida,FL
13455,32221,Standard,Jacksonville,Duval County,Florida,FL
13456,32222,Standard,Jacksonville,Duval County,Florida,FL
13457,32223,Standard,Jacksonville,Duval County,Florida,FL
13458,32224,Standard,Jacksonville,Duval County,Florida,FL
13459,32225,Standard,Jacksonville,Duval County,Florida,FL
13460,32226,Standard,Jacksonville,Duval County,Florida,FL
13461,32227,Standard,Jacksonville,Duval County,Florida,FL
13462,32228,PO Box,Jacksonville,Duval County,Florida,FL
13463,32229,PO Box,Jacksonville,Duval County,Florida,FL
13464,32230,PO Box,Jacksonville,Duval County,Florida,FL
13465,32231,PO Box,Jacksonville,Duval County,Florida,FL
13466,32232,PO Box,Jacksonville,Duval County,Florida,FL
13467,32233,Standard,Atlantic Beach,Duval County,Florida,FL
13468,32234,Standard,Jacksonville,Duval County,Florida,FL
13469,32235,PO Box,Jacksonville,Duval County,Florida,FL
13470,32236,PO Box,Jacksonville,Duval County,Florida,FL
13471,32237,PO Box,Jacksonville,Duval County,Florida,FL
13472,32238,PO Box,Jacksonville,Duval County,Florida,FL
13473,32239,PO Box,Jacksonville,Duval County,Florida,FL
13474,32240,PO Box,Jacksonville Beach,Duval County,Florida,FL
13475,32241,PO Box,Jacksonville,Duval County,Florida,FL
13476,32244,Standard,Jacksonville,Duval County,Florida,FL
13477,32245,PO Box,Jacksonville,Duval County,Florida,FL
13478,32246,Standard,Jacksonville,Duval County,Florida,FL
13479,32247,PO Box,Jacksonville,Duval County,Florida,FL
13480,32250,Standard,Jacksonville Beach,Duval County,Florida,FL
13481,32254,Standard,Jacksonville,Duval County,Florida,FL
13482,32255,PO Box,Jacksonville,Duval County,Florida,FL
13483,32256,Standard,Jacksonville,Duval County,Florida,FL
13484,32257,Standard,Jacksonville,Duval County,Florida,FL
13485,32258,Standard,Jacksonville,Duval County,Florida,FL
13486,32259,Standard,Saint Johns,St. Johns County,Florida,FL
13487,32260,PO Box,Jacksonville,Duval County,Florida,FL
13488,32266,Standard,Neptune Beach,Duval County,Florida,FL
13489,32267,Standard,Jacksonville,Duval County,Florida,FL
13490,32277,Standard,Jacksonville,Duval County,Florida,FL
13491,32290,Unique,Jacksonville,Duval County,Florida,FL
13492,32301,Standard,Tallahassee,Leon County,Florida,FL
13493,32302,PO Box,Tallahassee,Leon County,Florida,FL
13494,32303,Standard,Tallahassee,Leon County,Florida,FL
13495,32304,Standard,Tallahassee,Leon County,Florida,FL
13496,32305,Standard,Tallahassee,Leon County,Florida,FL
13497,32306,Unique,Tallahassee,Leon County,Florida,FL
